country,highest_grade,gender,inschool,numeracy,age,urban
Ghana,5,1,1,0,12,2
Ghana,2,2,1,0,8,2
Ghana,3,1,0,0,14,2
Ghana,2,2,1,0,10,2
Ghana,4,2,1,1,8,2
Ghana,1,1,1,0,7,2
Ghana,4,2,1,0,10,2
Ghana,4,1,1,0,9999,2
Ghana,2,2,1,0,9999,2
Ghana,5,1,NA,NA,15,2
Ghana,2,1,1,0,9,2
Ghana,5,1,1,0,14,2
Ghana,2,2,NA,NA,6,2
Ghana,5,1,1,0,11,2
Ghana,3,1,1,0,9999,2
Ghana,3,1,1,0,10,2
Ghana,4,2,1,0,9,2
Ghana,3,2,1,0,10,2
Ghana,4,1,1,1,11,2
Ghana,1,1,1,0,10,2
Ghana,3,2,1,1,12,2
Ghana,5,1,1,0,13,2
Ghana,3,1,1,0,9,2
Ghana,6,2,1,0,13,2
Ghana,3,1,1,0,12,2
Ghana,6,1,NA,NA,16,2
Ghana,4,2,1,0,10,2
Ghana,2,2,1,0,7,2
Ghana,5,2,1,0,9999,2
Ghana,2,1,1,0,7,2
Ghana,4,1,1,0,9,2
Ghana,5,2,1,0,12,2
Ghana,5,2,1,1,13,2
Ghana,1,2,NA,NA,6,2
Ghana,3,2,1,0,9,2
Ghana,1,1,NA,NA,6,2
Ghana,1,1,0,0,7,2
Ghana,5,1,1,0,13,2
Ghana,2,2,NA,NA,5,2
Ghana,6,1,1,1,14,2
Ghana,5,2,1,0,10,2
Ghana,2,2,1,0,8,2
Ghana,6,1,1,1,13,2
Ghana,5,2,1,0,11,2
Ghana,4,1,1,0,9,2
Ghana,5,1,1,0,9999,2
Ghana,6,2,1,0,14,2
Ghana,4,2,0,0,10,2
Ghana,5,1,1,0,9999,2
Ghana,4,2,1,0,7,2
Ghana,6,2,1,0,13,2
Ghana,4,1,1,0,13,2
Ghana,4,1,1,0,12,2
Ghana,6,1,1,1,14,2
Ghana,2,1,1,0,7,2
Ghana,2,2,1,1,7,2
Ghana,6,1,1,1,12,2
Ghana,2,1,0,0,11,2
Ghana,6,1,1,0,12,2
Ghana,6,2,1,0,14,2
Ghana,4,2,1,0,10,2
Ghana,1,1,NA,NA,6,2
Ghana,1,1,1,0,6,2
Ghana,4,1,1,0,9,2
Ghana,1,1,1,0,8,2
Ghana,6,2,1,1,12,2
Ghana,5,2,1,1,11,2
Ghana,5,2,1,0,8,2
Ghana,5,1,1,0,12,2
Ghana,2,1,1,0,11,2
Ghana,6,2,1,0,13,2
Ghana,1,1,NA,NA,9999,2
Ghana,2,1,1,0,9999,2
Ghana,1,2,NA,NA,6,2
Ghana,2,1,1,0,8,2
Ghana,2,1,1,0,7,2
Ghana,3,1,1,0,9999,2
Ghana,1,1,1,0,9,2
Ghana,2,2,1,0,11,2
Ghana,1,2,1,0,8,2
Ghana,1,1,1,0,7,2
Ghana,3,1,1,0,10,2
Ghana,3,1,1,0,9,2
Ghana,1,2,1,0,7,2
Ghana,4,1,1,0,12,2
Ghana,3,2,1,0,9,2
Ghana,5,1,1,0,12,2
Ghana,4,2,1,1,14,2
Ghana,2,1,1,0,9,2
Ghana,3,2,1,0,12,2
Ghana,4,2,1,0,13,2
Ghana,2,1,1,0,10,2
Ghana,2,2,1,0,9,2
Ghana,4,1,1,1,12,2
Ghana,3,2,1,1,9999,2
Ghana,1,2,NA,NA,6,2
Ghana,5,2,1,1,11,2
Ghana,6,1,1,1,11,2
Ghana,1,2,1,0,8,2
Ghana,2,1,1,0,13,2
Ghana,1,1,1,0,8,2
Ghana,3,1,1,0,12,2
Ghana,6,2,NA,NA,16,2
Ghana,1,2,1,0,9,2
Ghana,6,1,1,0,12,2
Ghana,6,1,NA,NA,15,2
Ghana,1,2,1,0,7,2
Ghana,3,1,1,0,10,2
Ghana,6,2,1,0,14,2
Ghana,6,2,1,0,13,2
Ghana,6,1,1,1,12,2
Ghana,1,1,1,0,9999,2
Ghana,3,1,1,0,8,2
Ghana,2,1,1,0,10,2
Ghana,4,2,1,0,10,2
Ghana,2,1,1,0,8,2
Ghana,2,1,1,0,10,2
Ghana,3,1,1,0,9,2
Ghana,1,1,0,0,10,2
Ghana,4,1,0,0,11,2
Ghana,2,2,1,0,8,2
Ghana,5,2,NA,NA,15,2
Ghana,4,1,1,0,12,2
Ghana,1,1,1,0,9,2
Ghana,3,1,0,0,12,2
Ghana,1,1,0,0,11,2
Ghana,6,2,1,0,13,2
Ghana,1,1,NA,NA,5,2
Ghana,6,1,1,0,14,2
Ghana,1,1,1,0,9,2
Ghana,6,1,1,0,9999,2
Ghana,1,2,1,0,8,2
Ghana,1,2,1,0,8,2
Ghana,2,1,NA,NA,6,2
Ghana,1,2,1,0,8,2
Ghana,6,2,1,0,13,2
Ghana,6,2,NA,NA,16,2
Ghana,1,1,1,0,11,2
Ghana,2,2,1,0,8,2
Ghana,4,1,1,0,13,2
Ghana,5,1,1,0,13,2
Ghana,5,1,1,0,13,2
Ghana,6,2,1,0,13,2
Ghana,1,1,1,0,8,2
Ghana,6,2,NA,NA,15,2
Ghana,2,1,1,0,10,2
Ghana,5,2,1,0,13,2
Ghana,3,1,1,0,12,2
Ghana,1,1,NA,NA,6,2
Ghana,3,2,1,0,9,2
Ghana,3,2,1,0,9,2
Ghana,5,2,1,0,11,2
Ghana,5,1,1,0,9999,2
Ghana,5,1,1,0,13,2
Ghana,3,1,1,0,8,2
Ghana,5,2,1,0,9999,2
Ghana,1,2,1,0,6,2
Ghana,1,1,NA,NA,5,2
Ghana,4,2,0,0,10,2
Ghana,2,1,1,0,10,2
Ghana,3,2,1,0,14,2
Ghana,5,2,1,0,12,2
Ghana,5,1,1,0,9999,2
Ghana,3,1,1,0,13,2
Ghana,2,1,1,0,8,2
Ghana,4,2,1,0,9,2
Ghana,4,2,1,0,9,2
Ghana,6,1,1,0,9999,2
Ghana,1,2,NA,NA,6,2
Ghana,1,1,1,0,7,2
Ghana,1,2,NA,NA,6,2
Ghana,5,2,1,0,11,2
Ghana,5,2,1,0,14,2
Ghana,5,2,1,0,9,2
Ghana,1,1,1,0,9,2
Ghana,1,1,1,0,7,2
Ghana,1,2,NA,NA,6,2
Ghana,1,1,1,0,9,2
Ghana,3,1,1,0,11,2
Ghana,3,1,1,0,10,2
Ghana,6,2,1,0,13,2
Ghana,1,1,1,0,7,2
Ghana,4,1,1,0,12,2
Ghana,3,1,1,0,10,2
Ghana,1,2,NA,NA,6,2
Ghana,3,1,1,0,13,2
Ghana,4,1,NA,NA,11,2
Ghana,3,2,1,0,12,2
Ghana,1,1,NA,NA,5,2
Ghana,6,2,NA,NA,15,2
Ghana,5,2,NA,NA,15,2
Ghana,3,1,1,0,9999,2
Ghana,5,1,1,1,12,2
Ghana,6,1,NA,NA,16,2
Ghana,1,2,1,0,7,2
Ghana,5,2,1,0,14,2
Ghana,2,2,1,0,9,2
Ghana,1,2,NA,NA,5,2
Ghana,3,2,1,0,9999,2
Ghana,3,2,1,0,10,2
Ghana,1,1,1,0,6,2
Ghana,2,2,1,0,8,2
Ghana,1,2,NA,NA,5,2
Ghana,6,2,1,0,13,2
Ghana,3,2,1,0,10,2
Ghana,3,2,1,0,8,2
Ghana,1,1,NA,NA,6,2
Ghana,4,2,1,0,12,2
Ghana,2,2,1,0,8,2
Ghana,4,2,1,0,9,2
Ghana,5,1,1,0,11,2
Ghana,6,2,NA,NA,9999,2
Ghana,1,1,1,0,7,2
Ghana,1,1,1,0,7,2
Ghana,1,1,1,0,9,2
Ghana,6,1,1,0,9999,2
Ghana,1,1,1,0,7,2
Ghana,1,1,NA,NA,6,2
Ghana,4,2,1,0,10,2
Ghana,1,1,NA,NA,6,2
Ghana,4,2,1,0,13,2
Ghana,5,2,1,0,13,2
Ghana,2,2,1,0,8,2
Ghana,6,1,NA,NA,16,2
Ghana,6,1,1,0,14,2
Ghana,4,1,1,0,12,2
Ghana,4,1,1,0,12,2
Ghana,4,1,NA,NA,17,2
Ghana,1,2,1,0,8,2
Ghana,3,1,1,0,9,2
Ghana,3,1,1,0,11,2
Ghana,1,1,1,0,7,2
Ghana,1,2,1,0,9999,2
Ghana,6,1,NA,NA,15,2
Ghana,3,1,1,0,12,2
Ghana,1,1,NA,NA,6,2
Ghana,6,2,NA,NA,14,2
Ghana,6,2,NA,NA,15,2
Ghana,4,2,1,0,12,2
Ghana,2,2,1,0,10,2
Ghana,2,1,1,0,9,2
Ghana,3,1,1,0,13,2
Ghana,5,1,NA,NA,17,2
Ghana,5,1,1,0,11,2
Ghana,5,2,1,1,14,2
Ghana,2,2,1,0,8,2
Ghana,1,2,1,0,7,2
Ghana,4,1,NA,NA,17,2
Ghana,1,1,1,0,9,2
Ghana,4,1,1,0,11,2
Ghana,3,1,1,1,10,2
Ghana,2,1,1,0,10,2
Ghana,1,1,1,0,6,2
Ghana,1,1,NA,NA,6,2
Ghana,5,2,NA,NA,9999,2
Ghana,1,1,NA,NA,6,2
Ghana,3,2,1,1,12,2
Ghana,3,2,1,0,9,2
Ghana,1,1,1,0,7,2
Ghana,4,1,1,0,10,2
Ghana,6,1,1,0,14,2
Ghana,5,1,NA,NA,16,2
Ghana,6,1,1,1,12,2
Ghana,1,1,NA,NA,6,2
Ghana,6,2,1,0,11,2
Ghana,3,2,1,1,10,2
Ghana,6,1,NA,NA,15,2
Ghana,4,1,1,0,9999,2
Ghana,1,2,1,0,7,2
Ghana,2,1,1,0,8,2
Ghana,6,2,1,0,14,2
Ghana,4,1,1,0,10,2
Ghana,6,1,1,0,14,2
Ghana,5,1,1,0,14,2
Ghana,1,1,NA,NA,16,2
Ghana,2,2,1,0,7,2
Ghana,1,2,NA,NA,6,2
Ghana,5,2,1,0,10,2
Ghana,5,1,1,0,13,2
Ghana,2,2,1,0,7,2
Ghana,6,1,NA,NA,15,2
Ghana,1,1,1,0,9999,2
Ghana,4,2,1,0,10,2
Ghana,6,2,NA,NA,15,2
Ghana,6,2,NA,NA,16,2
Ghana,4,1,NA,NA,17,2
Ghana,1,1,NA,NA,6,2
Ghana,2,1,1,0,12,2
Ghana,6,1,NA,NA,14,2
Ghana,3,1,NA,NA,15,2
Ghana,1,1,NA,NA,9999,2
Ghana,3,1,1,0,9,2
Ghana,1,1,1,0,7,2
Ghana,4,1,1,0,9999,2
Ghana,5,1,1,0,9999,2
Ghana,4,1,1,0,14,2
Ghana,4,1,1,0,12,2
Ghana,6,1,NA,NA,17,2
Ghana,2,1,1,0,9,2
Ghana,1,1,NA,NA,9999,2
Ghana,1,2,NA,NA,5,2
Ghana,1,1,NA,NA,6,2
Ghana,6,1,1,1,14,2
Ghana,3,2,1,0,12,2
Ghana,2,2,NA,NA,6,2
Ghana,4,1,1,0,11,2
Ghana,3,1,1,0,9999,2
Ghana,2,1,1,0,7,2
Ghana,5,1,1,0,11,2
Ghana,5,1,1,1,12,2
Ghana,3,2,1,0,11,2
Ghana,5,2,1,0,11,2
Ghana,4,2,1,0,8,1
Ghana,6,1,1,0,12,1
Ghana,2,2,1,0,7,1
Ghana,5,1,1,0,9999,1
Ghana,2,1,1,0,7,1
Ghana,6,1,1,0,14,1
Ghana,1,2,NA,NA,5,1
Ghana,6,2,NA,NA,17,1
Ghana,5,2,1,0,11,1
Ghana,4,2,NA,NA,15,1
Ghana,5,1,1,0,9999,1
Ghana,2,2,NA,NA,5,1
Ghana,4,1,1,0,7,1
Ghana,3,2,1,0,9,1
Ghana,2,1,1,0,9,1
Ghana,6,2,NA,NA,15,1
Ghana,1,2,NA,NA,9999,1
Ghana,3,2,1,0,9999,1
Ghana,6,2,NA,NA,16,1
Ghana,1,2,1,0,8,1
Ghana,1,1,NA,NA,6,1
Ghana,6,2,1,0,12,1
Ghana,6,1,1,0,13,1
Ghana,2,2,NA,NA,9999,1
Ghana,3,2,1,0,9,1
Ghana,6,1,1,0,13,1
Ghana,4,1,1,0,10,1
Ghana,4,1,1,1,13,1
Ghana,6,2,1,1,11,1
Ghana,4,1,1,0,11,1
Ghana,6,2,NA,NA,16,1
Ghana,5,1,NA,NA,15,1
Ghana,6,2,1,1,10,1
Ghana,3,2,1,0,7,1
Ghana,3,1,1,0,8,1
Ghana,4,2,1,0,11,1
Ghana,6,2,1,0,14,1
Ghana,3,1,1,1,8,1
Ghana,4,2,1,0,9999,1
Ghana,6,2,1,1,12,1
Ghana,6,2,1,0,11,1
Ghana,3,1,1,0,10,1
Ghana,4,1,1,0,8,1
Ghana,2,2,1,0,7,1
Ghana,1,2,NA,NA,9999,1
Ghana,1,2,1,0,8,1
Ghana,4,1,1,0,9999,1
Ghana,4,1,1,0,9,1
Ghana,3,1,1,0,8,1
Ghana,2,1,1,0,7,1
Ghana,1,2,NA,NA,6,1
Ghana,4,1,1,0,13,1
Ghana,6,1,1,1,14,1
Ghana,5,2,1,1,9999,1
Ghana,2,1,1,0,9,1
Ghana,6,1,1,0,13,1
Ghana,4,2,1,1,10,1
Ghana,4,1,1,0,12,1
Ghana,6,2,1,1,9999,1
Ghana,4,1,1,0,8,1
Ghana,3,1,1,0,8,1
Ghana,5,1,1,0,10,1
Ghana,4,2,1,0,8,1
Ghana,5,2,1,1,10,1
Ghana,6,1,NA,NA,16,1
Ghana,2,2,1,1,7,1
Ghana,6,1,1,0,9999,1
Ghana,6,2,1,0,11,1
Ghana,2,1,NA,NA,9999,1
Ghana,6,2,NA,NA,15,1
Ghana,5,2,1,0,14,1
Ghana,6,2,1,0,9999,1
Ghana,3,2,1,0,8,1
Ghana,3,1,1,0,11,1
Ghana,2,2,NA,NA,6,1
Ghana,2,2,NA,NA,9999,1
Ghana,1,1,1,0,6,1
Ghana,5,1,1,1,13,1
Ghana,3,1,1,0,10,1
Ghana,1,1,1,0,8,1
Ghana,2,1,NA,NA,6,1
Ghana,4,1,1,0,9,1
Ghana,6,2,1,0,14,1
Ghana,5,1,1,0,10,1
Ghana,5,1,1,0,12,1
Ghana,4,1,1,0,9999,1
Ghana,4,1,1,0,9,1
Ghana,4,1,1,0,9999,1
Ghana,6,2,NA,NA,15,1
Ghana,4,1,1,0,9,1
Ghana,4,1,1,0,7,1
Ghana,6,2,1,0,10,1
Ghana,2,2,1,0,9,1
Ghana,4,2,1,1,8,1
Ghana,1,2,NA,NA,6,1
Ghana,4,1,1,1,13,1
Ghana,6,2,1,0,11,1
Ghana,2,1,1,0,8,1
Ghana,2,1,1,0,9999,1
Ghana,2,2,1,0,7,1
Ghana,3,2,1,0,7,1
Ghana,5,1,1,0,12,1
Ghana,2,2,NA,NA,5,1
Ghana,3,1,1,0,8,1
Ghana,4,2,1,0,12,1
Ghana,6,2,0,0,10,1
Ghana,1,2,NA,NA,6,1
Ghana,1,1,NA,NA,6,1
Ghana,6,2,1,1,13,1
Ghana,4,2,1,1,10,1
Ghana,1,1,NA,NA,9999,1
Ghana,2,1,1,0,8,1
Ghana,6,2,NA,NA,15,2
Ghana,2,1,1,0,7,2
Ghana,3,2,NA,NA,15,2
Ghana,2,2,0,0,13,2
Ghana,3,1,1,0,10,2
Ghana,4,2,1,0,14,2
Ghana,2,2,1,0,9999,2
Ghana,2,1,1,0,9,2
Ghana,2,1,1,0,9,2
Ghana,2,1,1,0,9,2
Ghana,2,2,1,0,9999,2
Ghana,1,2,1,0,9999,2
Ghana,5,1,NA,NA,15,2
Ghana,1,1,0,0,12,2
Ghana,4,1,1,0,10,2
Ghana,5,1,NA,NA,15,2
Ghana,3,2,0,0,11,2
Ghana,6,1,1,0,13,2
Ghana,4,1,1,0,11,2
Ghana,6,2,NA,NA,15,2
Ghana,2,1,1,0,11,2
Ghana,4,2,1,0,14,2
Ghana,6,2,1,0,14,2
Ghana,5,1,0,0,13,2
Ghana,2,1,NA,NA,15,2
Ghana,5,2,NA,NA,16,2
Ghana,1,2,1,0,9999,2
Ghana,5,2,1,0,12,2
Ghana,4,1,NA,NA,17,2
Ghana,4,2,NA,NA,16,2
Ghana,2,2,1,0,9999,2
Ghana,2,2,0,0,10,2
Ghana,2,1,1,0,7,2
Ghana,3,2,1,0,9999,2
Ghana,1,2,0,0,9999,2
Ghana,6,1,NA,NA,16,2
Ghana,2,1,1,0,8,2
Ghana,5,1,NA,NA,16,2
Ghana,4,2,1,0,11,2
Ghana,5,2,1,0,11,2
Ghana,3,2,1,0,11,2
Ghana,1,1,1,0,6,2
Ghana,3,2,1,0,9,2
Ghana,1,2,NA,NA,5,2
Ghana,1,1,NA,NA,6,2
Ghana,1,1,1,0,12,2
Ghana,2,1,0,0,9999,2
Ghana,2,2,0,0,9999,2
Ghana,2,1,NA,NA,6,2
Ghana,5,1,NA,NA,16,2
Ghana,5,1,1,0,9999,2
Ghana,6,2,1,0,11,2
Ghana,2,1,1,0,9,2
Ghana,2,1,1,0,8,2
Ghana,1,1,1,0,8,2
Ghana,2,1,1,0,9,2
Ghana,5,2,1,0,13,2
Ghana,1,1,1,0,8,2
Ghana,3,1,1,0,10,2
Ghana,4,2,1,0,10,2
Ghana,5,2,NA,NA,15,2
Ghana,3,1,1,0,11,2
Ghana,5,1,1,0,13,2
Ghana,4,1,1,1,13,2
Ghana,1,1,NA,NA,5,2
Ghana,3,1,1,0,13,2
Ghana,1,1,1,0,8,2
Ghana,2,2,1,0,11,2
Ghana,5,2,1,0,14,2
Ghana,3,2,1,0,9,2
Ghana,3,2,1,0,12,2
Ghana,2,1,1,0,8,2
Ghana,6,1,NA,NA,17,2
Ghana,2,1,1,0,9999,2
Ghana,3,1,1,0,9,2
Ghana,3,1,1,0,10,2
Ghana,1,1,1,0,7,2
Ghana,3,1,1,0,12,2
Ghana,5,1,1,0,10,2
Ghana,1,2,1,0,7,2
Ghana,4,1,1,0,13,2
Ghana,3,1,1,0,9,2
Ghana,5,2,1,0,11,2
Ghana,2,1,1,0,6,2
Ghana,2,2,1,0,7,2
Ghana,3,1,1,0,8,2
Ghana,3,1,1,0,10,2
Ghana,4,2,1,0,8,2
Ghana,2,1,1,0,9,2
Ghana,3,2,1,0,12,2
Ghana,1,2,1,0,8,2
Ghana,6,1,NA,NA,15,2
Ghana,2,2,NA,NA,8,2
Ghana,5,1,NA,NA,9999,2
Ghana,5,2,1,0,14,2
Ghana,3,1,1,0,10,2
Ghana,2,1,1,0,10,2
Ghana,6,2,1,0,9999,2
Ghana,1,1,NA,NA,5,2
Ghana,3,1,0,0,13,2
Ghana,3,2,1,0,7,2
Ghana,6,2,1,0,13,2
Ghana,3,2,1,0,11,2
Ghana,2,2,1,0,11,2
Ghana,4,1,1,0,11,2
Ghana,1,1,1,0,7,2
Ghana,4,2,1,0,13,2
Ghana,3,1,1,0,8,2
Ghana,6,2,NA,NA,17,2
Ghana,4,1,NA,NA,16,2
Ghana,3,2,0,0,12,2
Ghana,3,2,NA,NA,16,2
Ghana,1,1,1,0,8,2
Ghana,1,1,1,0,13,2
Ghana,5,1,NA,NA,15,2
Ghana,1,1,NA,NA,6,2
Ghana,6,2,NA,NA,9999,2
Ghana,3,1,NA,NA,17,2
Ghana,6,2,1,0,9999,2
Ghana,6,1,NA,NA,15,2
Ghana,2,1,1,0,9,2
Ghana,3,2,1,0,11,2
Ghana,5,2,1,0,9999,2
Ghana,5,1,1,0,13,2
Ghana,3,1,1,0,8,2
Ghana,2,2,1,0,7,2
Ghana,2,1,NA,NA,6,2
Ghana,6,2,1,0,13,2
Ghana,3,2,1,0,11,2
Ghana,1,2,NA,NA,6,2
Ghana,2,1,NA,NA,6,2
Ghana,4,1,1,0,14,2
Ghana,4,1,1,0,9999,2
Ghana,4,1,1,0,13,2
Ghana,1,1,1,0,8,2
Ghana,6,2,1,0,14,2
Ghana,1,1,1,0,10,2
Ghana,1,2,1,0,7,2
Ghana,3,1,1,0,9,2
Ghana,1,2,1,0,7,2
Ghana,3,1,1,0,9999,2
Ghana,4,1,NA,NA,9999,2
Ghana,5,2,1,0,13,2
Ghana,6,1,NA,NA,17,2
Ghana,2,2,1,0,9,2
Ghana,3,2,NA,NA,6,2
Ghana,3,2,1,0,12,2
Ghana,5,1,NA,NA,15,2
Ghana,1,2,1,0,7,2
Ghana,3,1,1,0,8,2
Ghana,6,2,1,0,10,2
Ghana,4,2,1,0,9999,2
Ghana,3,1,1,0,9999,2
Ghana,6,1,1,0,12,2
Ghana,1,2,1,0,8,2
Ghana,4,2,1,0,12,2
Ghana,4,2,1,0,11,2
Ghana,1,2,NA,NA,6,2
Ghana,1,2,NA,NA,6,2
Ghana,5,2,1,1,10,2
Ghana,4,1,1,0,12,2
Ghana,3,1,1,0,12,2
Ghana,2,2,1,0,7,2
Ghana,3,1,1,0,10,2
Ghana,1,1,1,0,9,2
Ghana,5,2,1,0,13,2
Ghana,4,1,1,0,9999,2
Ghana,6,1,1,0,13,2
Ghana,6,2,1,0,13,2
Ghana,6,1,1,0,14,2
Ghana,2,1,1,0,9,2
Ghana,1,1,1,0,6,2
Ghana,2,1,1,0,7,2
Ghana,1,1,NA,NA,6,2
Ghana,4,1,1,0,10,2
Ghana,3,1,1,0,9,2
Ghana,1,2,1,0,7,2
Ghana,4,1,1,0,9999,2
Ghana,3,2,1,0,9999,2
Ghana,3,2,1,0,10,2
Ghana,6,1,1,0,13,2
Ghana,3,1,1,0,10,2
Ghana,4,2,1,0,9999,2
Ghana,2,1,1,0,8,2
Ghana,3,2,1,0,10,2
Ghana,2,2,1,0,9,2
Ghana,1,1,NA,NA,6,2
Ghana,4,2,NA,NA,17,2
Ghana,3,1,1,1,11,2
Ghana,6,2,1,0,14,2
Ghana,3,2,1,0,12,2
Ghana,2,1,1,0,7,2
Ghana,2,1,1,0,9,2
Ghana,2,2,1,0,8,2
Ghana,4,2,1,0,11,2
Ghana,5,2,1,0,12,2
Ghana,1,1,1,0,7,2
Ghana,1,2,1,0,9,2
Ghana,2,1,1,0,13,2
Ghana,2,1,1,0,6,2
Ghana,4,2,1,0,10,2
Ghana,1,2,1,0,6,2
Ghana,4,2,1,0,11,2
Ghana,2,1,1,0,7,2
Ghana,1,1,NA,NA,5,2
Ghana,5,2,1,0,10,2
Ghana,3,1,1,0,10,2
Ghana,4,2,1,0,9,2
Ghana,1,2,1,0,7,2
Ghana,3,1,1,0,10,2
Ghana,6,1,1,1,12,2
Ghana,6,2,1,0,13,2
Ghana,3,2,1,0,7,2
Ghana,3,2,1,0,10,2
Ghana,6,1,NA,NA,16,2
Ghana,2,1,1,0,10,2
Ghana,5,1,NA,NA,15,2
Ghana,2,2,1,0,9,2
Ghana,2,2,1,0,9,2
Ghana,4,2,1,0,9,2
Ghana,6,2,NA,NA,15,2
Ghana,2,1,1,0,10,2
Ghana,3,2,1,0,9,2
Ghana,1,1,NA,NA,9999,2
Ghana,4,1,1,0,10,2
Ghana,1,2,1,0,8,2
Ghana,2,2,1,0,10,2
Ghana,3,1,1,0,13,2
Ghana,2,2,1,0,6,2
Ghana,3,1,1,0,8,2
Ghana,3,2,1,0,11,2
Ghana,1,2,1,0,7,2
Ghana,5,1,1,1,12,2
Ghana,5,1,1,0,13,2
Ghana,6,2,NA,NA,17,2
Ghana,1,2,NA,NA,5,2
Ghana,5,1,NA,NA,15,2
Ghana,2,2,1,0,9,2
Ghana,6,2,1,1,13,2
Ghana,4,1,1,0,10,2
Ghana,3,2,1,0,12,2
Ghana,6,1,1,0,12,2
Ghana,1,2,NA,NA,6,2
Ghana,6,2,1,0,13,2
Ghana,3,1,1,0,9,2
Ghana,1,1,NA,NA,6,2
Ghana,6,1,1,1,9999,2
Ghana,2,2,1,0,10,2
Ghana,6,1,1,0,14,2
Ghana,2,2,1,0,7,2
Ghana,1,1,1,0,8,2
Ghana,4,1,1,0,12,2
Ghana,3,2,1,1,8,2
Ghana,4,2,1,0,12,2
Ghana,2,2,1,0,8,2
Ghana,1,2,1,0,7,2
Ghana,2,2,NA,NA,10,2
Ghana,1,1,1,0,7,2
Ghana,4,1,1,1,9,2
Ghana,6,2,1,0,11,2
Ghana,6,2,1,1,10,2
Ghana,3,2,1,0,13,2
Ghana,3,1,NA,NA,14,2
Ghana,5,1,1,0,12,2
Ghana,2,1,1,0,9999,2
Ghana,2,1,1,0,9,2
Ghana,5,1,1,1,14,2
Ghana,1,2,1,0,9999,2
Ghana,5,2,1,0,13,2
Ghana,4,1,1,0,12,2
Ghana,2,1,1,1,8,2
Ghana,6,2,NA,NA,16,2
Ghana,3,1,1,0,10,2
Ghana,6,2,1,0,14,2
Ghana,2,1,0,0,8,2
Ghana,2,2,1,0,9,2
Ghana,5,2,1,0,14,2
Ghana,5,1,1,1,13,2
Ghana,3,1,1,0,10,2
Ghana,5,1,1,0,13,2
Ghana,1,2,1,0,9,2
Ghana,2,2,1,1,9999,2
Ghana,2,1,1,0,11,2
Ghana,6,2,1,0,14,2
Ghana,3,2,1,0,11,2
Ghana,2,2,1,1,10,2
Ghana,5,1,1,0,9999,2
Ghana,2,1,1,0,9,2
Ghana,4,2,NA,NA,15,2
Ghana,3,2,1,0,10,2
Ghana,5,1,1,1,10,2
Ghana,1,1,NA,NA,8,2
Ghana,6,1,1,0,13,2
Ghana,3,1,1,1,9,2
Ghana,1,1,NA,NA,6,2
Ghana,5,2,1,0,13,2
Ghana,5,1,NA,NA,16,2
Ghana,2,2,1,0,12,2
Ghana,3,1,1,0,8,2
Ghana,3,1,1,0,11,2
Ghana,3,2,1,0,11,2
Ghana,6,1,1,0,12,2
Ghana,1,1,1,0,8,2
Ghana,1,2,1,0,7,2
Ghana,3,1,1,0,9,2
Ghana,1,1,NA,NA,9999,2
Ghana,2,1,1,0,9999,2
Ghana,2,2,1,0,6,2
Ghana,3,1,1,0,11,2
Ghana,1,1,1,0,10,2
Ghana,2,1,1,0,8,2
Ghana,6,2,NA,NA,16,2
Ghana,1,2,1,0,10,2
Ghana,2,2,1,0,8,2
Ghana,2,1,1,0,10,2
Ghana,2,2,NA,NA,6,2
Ghana,3,2,1,0,8,2
Ghana,5,2,NA,NA,15,2
Ghana,3,2,1,0,11,2
Ghana,1,1,NA,NA,6,2
Ghana,3,2,1,0,8,2
Ghana,5,2,1,0,12,2
Ghana,3,1,1,0,11,2
Ghana,5,2,NA,NA,16,2
Ghana,3,1,1,0,7,2
Ghana,2,1,1,0,7,2
Ghana,5,2,1,0,9999,2
Ghana,2,1,1,0,7,2
Ghana,5,2,1,0,14,2
Ghana,5,1,1,0,10,2
Ghana,5,1,1,0,11,2
Ghana,1,1,NA,NA,6,2
Ghana,4,1,1,0,11,2
Ghana,3,1,NA,NA,6,2
Ghana,5,2,NA,NA,9999,2
Ghana,2,2,1,0,7,2
Ghana,4,1,1,0,8,2
Ghana,5,2,1,0,9999,2
Ghana,6,1,NA,NA,17,2
Ghana,4,1,1,0,9999,2
Ghana,3,2,1,0,10,2
Ghana,6,1,NA,NA,15,2
Ghana,2,2,1,0,9999,2
Ghana,6,2,1,0,11,2
Ghana,3,2,1,0,9,2
Ghana,5,1,NA,NA,9999,2
Ghana,3,1,0,0,14,2
Ghana,2,2,1,0,8,2
Ghana,4,1,NA,NA,17,2
Ghana,6,1,NA,NA,16,2
Ghana,3,1,NA,NA,17,2
Ghana,1,1,1,0,6,2
Ghana,2,1,1,0,7,2
Ghana,1,1,NA,NA,6,2
Ghana,2,1,1,0,8,2
Ghana,3,2,1,0,9,2
Ghana,6,1,1,0,9,2
Ghana,3,2,1,0,7,2
Ghana,2,1,NA,NA,6,2
Ghana,1,1,1,0,6,2
Ghana,3,1,NA,NA,5,2
Ghana,5,1,NA,NA,15,2
Ghana,2,1,1,0,9999,2
Ghana,6,2,1,0,13,2
Ghana,3,2,0,0,13,2
Ghana,6,2,1,0,14,2
Ghana,4,1,NA,NA,14,2
Ghana,6,2,NA,NA,15,2
Ghana,2,1,1,0,7,2
Ghana,1,1,1,0,8,2
Ghana,1,2,1,0,9,2
Ghana,3,1,1,0,10,2
Ghana,5,1,1,0,13,2
